Num Nodes,Num Edges,Time Taken,Cluster
10,10,0.06894469261169434,[-1.  1.  1.  1. -1. -1.  1. -1.  1. -1.]
10,7,0.05555152893066406,[ 1.  1. -1.  1. -1. -1. -1.  1.  1. -1.]
10,10,0.059023141860961914,[ 1. -1.  1. -1.  1.  1.  1.  1.  1.  1.]
10,7,0.05514383316040039,[-1.  1.  1.  1.  1.  1. -1. -1. -1.  1.]
10,6,0.05158352851867676,[ 1. -1.  1.  1.  1.  1. -1.  1. -1.  1.]
10,10,0.05803251266479492,[ 1. -1. -1. -1.  1. -1.  1. -1. -1.  1.]
10,9,0.05803084373474121,[ 1. -1.  1. -1.  1.  1.  1. -1.  1.  1.]
10,10,0.05803251266479492,[ 1.  1.  1. -1.  1.  1. -1. -1. -1. -1.]
10,9,0.05654454231262207,[-1. -1.  1. -1. -1.  1. -1.  1. -1.  1.]
10,10,0.06547188758850098,[ 1.  1. -1. -1. -1. -1.  1.  1.  1.  1.]
